10729	Korschenbroich	51.19139	6.51352	t375
10730	Nettetal	51.31667	6.28333	t376
10732	Bruchköbel	50.17853	8.92315	t377
10733	Kelkheim	50.13703	8.4502	t378
10742	Herdecke	51.39999	7.43584	t379
10746	Baunatal	51.25182	9.40747	t380
10749	Boppard	50.23085	7.58992	t381
10753	Lahnstein	50.3	7.61667	t382
10754	Mayen	50.32797	7.22277	t383
10755	Bedburg	50.99258	6.57128	t384
10758	Kürten	51.05	7.26667	t385
10759	Wiehl	50.9495	7.55062	t386
10763	Tönisvorst	51.32092	6.49412	t387
10765	Eltville	50.02858	8.11754	t388
10766	Flörsheim	50.01311	8.42779	t389
10774	Lüdinghausen	51.7683	7.44379	t390
10775	Blieskastel	49.23724	7.25617	t391
10776	Lebach	49.41122	6.90988	t392
10777	Püttlingen	49.2855	6.88723	t393
10792	Donaueschingen	47.95514	8.49707	t394
10801	Plauen	50.4973	12.13782	t395
10803	Mühlacker	48.94754	8.83675	t396
10805	Wörth am Rhein	49.04888	8.25959	t397
10812	Tettnang	47.66857	9.59132	t398
10818	Erding	48.30603	11.90686	t399
10819	Fürstenfeldbruck	48.17904	11.2547	t400
10820	Gauting	48.06919	11.37703	t401
10824	Starnberg	48.00193	11.34416	t402
10828	Baiersbronn	48.50318	8.37699	t403
10843	Pfullingen	48.46458	9.22796	t404
10848	Leinfelden-Echterdingen	48.69406	9.16809	t405
10852	Bietigheim-Bissingen	48.94407	9.11755	t406
10854	Ebersbach an der Fils	48.716	9.5236	t407
10855	Eislingen	48.69515	9.70676	t408
10856	Ostfildern	48.72704	9.24954	t409
10859	Dillingen an der Donau	48.58153	10.49527	t410
10867	Lüdenscheid	51.21977	7.6273	t411
10868	Singen	47.75935	8.8403	t412
10869	Werdohl	51.26011	7.76608	t413
10870	Achern	48.63115	8.07607	t414
10873	Ahaus	52.07936	7.01344	t415
10874	Erfurt	50.97734	11.03536	t416
10875	Magdeburg	52.13129	11.63189	t417
10878	Alfter	50.73333	7.01667	t418
10884	Alsdorf	50.87673	6.16399	t419
10886	Altena	51.29472	7.67337	t420
10889	Alzey	49.74657	8.11513	t421
10890	Amberg	49.44287	11.86267	t422
10891	Andernach	50.43109	7.40425	t423
10892	Arnsberg	51.38333	8.08333	t424
10894	Aschaffenburg	49.97704	9.15214	t425
10895	Ascheberg	51.78333	7.61667	t426
10896	Attendorn	51.12645	7.90333	t427
10901	Bad Dürkheim	49.4618	8.17236	t428
10903	Bad Essen	52.31667	8.33333	t429
10906	Bad Lippspringe	51.78333	8.81683	t430
10907	Bad Nauheim	50.36463	8.73859	t431
10908	Bad Säckingen	47.55371	7.94612	t432
10909	Bad Salzuflen	52.0862	8.74434	t433
10911	Bad Vilbel	50.17866	8.73756	t434
10912	Bad Wildungen	51.11963	9.12475	t435
10913	Baden-Baden	48.7606	8.23975	t436
10914	Baesweiler	50.90964	6.18874	t437
10916	Beckum	51.75571	8.04075	t438
10919	Bensheim	49.68369	8.61839	t439
10920	Bergheim	50.95572	6.63986	t440
10923	Bergneustadt	51.02496	7.65599	t441
10926	Bexbach	49.34615	7.25527	t442
10932	Blomberg	51.94331	9.09067	t443
10935	Wattenscheid	51.48057	7.14251	t444
10938	Bönen	51.6	7.76667	t445
10941	Bornheim	50.76313	6.99089	t446
10942	Bottrop	51.52392	6.9285	t447
10945	Brakel	51.7175	9.18596	t448
10946	Bramsche	52.40839	7.98327	t449
10950	Bretten	49.03685	8.70745	t450
10952	Brilon	51.39462	8.57146	t451
10953	Bruchsal	49.12426	8.59804	t452
